wals code	name	value	description	latitude	longitude	genus	family	area
mac	Macushi	2	Plural suffix	4.0	-60.0	Cariban	Cariban	Nominal Categories
mda	Mada (in Cameroon)	7	Plural word	10.8333333333	14.1666666667	Biu-Mandara	Afro-Asiatic	Nominal Categories
mae	Mae	7	Plural word	-16.0	167.25	Oceanic	Austronesian	Nominal Categories
mgh	Magahi	2	Plural suffix	23.5	85.5	Indic	Indo-European	Nominal Categories
mag	Magar	2	Plural suffix	28.0	83.0	Himalayish	Sino-Tibetan	Nominal Categories
mne	Maidu (Northeast)	2	Plural suffix	40.0	-120.666666667	Maiduan	Penutian	Nominal Categories
mpr	Maipure	2	Plural suffix	5.5	-67.5	Alto-Orinoco	Arawakan	Nominal Categories
msn	Maisin	8	Plural clitic	-9.5	149.166666667	Oceanic	Austronesian	Nominal Categories
mai	Maithili	7	Plural word	26.0	86.0	Indic	Indo-European	Nominal Categories
maj	Majang	2	Plural suffix	6.75	35.0	Majang	Eastern Sudanic	Nominal Categories
mak	Makah	8	Plural clitic	48.3333333333	-124.666666667	Southern Wakashan	Wakashan	Nominal Categories
mkj	Makasae	8	Plural clitic	-8.66666666667	126.5	East Timor	Greater West Bomberai	Nominal Categories
mua	Makua	1	Plural prefix	-15.0	38.6666666667	Bantu	Niger-Congo	Nominal Categories
mal	Malagasy	9	No plural	-20.0	47.0	Barito	Austronesian	Nominal Categories
mlg	Malgwa	2	Plural suffix	11.5	13.75	Biu-Mandara	Afro-Asiatic	Nominal Categories
mam	Mam	8	Plural clitic	15.0	-91.8333333333	Mayan	Mayan	Nominal Categories
mmn	Mamanwa	7	Plural word	9.41666666667	125.5	Greater Central Philippine	Austronesian	Nominal Categories
mmi	Mambai	2	Plural suffix	9.66666666667	14.0	Mbumic	Niger-Congo	Nominal Categories
mmv	Mamvu	6	Mixed morphological plural	3.25	29.0	Mangbutu-Efe	Central Sudanic	Nominal Categories
mnm	Manam	9	No plural	-4.0	145.0	Oceanic	Austronesian	Nominal Categories
mnc	Manchu	2	Plural suffix	49.5	127.5	Tungusic	Altaic	Nominal Categories
mdn	Mandan	2	Plural suffix	46.5	-102.5	Mandan	Siouan	Nominal Categories
mnd	Mandarin	2	Plural suffix	34.0	110.0	Chinese	Sino-Tibetan	Nominal Categories
mkg	Mandinka (Gambian)	2	Plural suffix	13.4166666667	-16.0	Western Mande	Mande	Nominal Categories
myi	Mangarrayi	2	Plural suffix	-14.6666666667	133.5	Mangarrayi	Mangarrayi-Maran	Nominal Categories
mbt	Mangbetu	1	Plural prefix	2.5	26.5	Mangbetu	Central Sudanic	Nominal Categories
mng	Manggarai	9	No plural	-8.5	120.333333333	Central Malayo-Polynesian	Austronesian	Nominal Categories
mgg	Mangghuer	8	Plural clitic	36.0	102.0	Mongolic	Altaic	Nominal Categories
mgq	Mango	2	Plural suffix	8.75	17.0	Bongo-Bagirmi	Central Sudanic	Nominal Categories
maw	Maninka (Western)	8	Plural clitic	13.0	-11.0	Western Mande	Mande	Nominal Categories
man	Mano	2	Plural suffix	7.0	-9.0	Eastern Mande	Mande	Nominal Categories
mwb	Manobo (Western Bukidnon)	7	Plural word	7.66666666667	124.75	Greater Central Philippine	Austronesian	Nominal Categories
mns	Mansi	2	Plural suffix	62.0	62.0	Ugric	Uralic	Nominal Categories
mao	Maori	7	Plural word	-40.0	176.0	Oceanic	Austronesian	Nominal Categories
map	Mapudungun	7	Plural word	-38.0	-72.0	Araucanian	Araucanian	Nominal Categories
mra	Mara	1	Plural prefix	-15.0	135.166666667	Mara	Mangarrayi-Maran	Nominal Categories
mku	Maranungku	9	No plural	-13.6666666667	130.0	Wagaydy	Western Daly	Nominal Categories
mny	Margany	2	Plural suffix	-27.0	144.5	Northern Pama-Nyungan	Pama-Nyungan	Nominal Categories
mrg	Margi	8	Plural clitic	11.0	13.0	Biu-Mandara	Afro-Asiatic	Nominal Categories
mme	Mari (Meadow)	2	Plural suffix	57.0	48.0	Mari	Uralic	Nominal Categories
mar	Maricopa	3	Plural stem change	33.1666666667	-113.166666667	Yuman	Hokan	Nominal Categories
mrt	Martuthunira	2	Plural suffix	-20.8333333333	116.5	Western Pama-Nyungan	Pama-Nyungan	Nominal Categories
mru	Maru	7	Plural word	23.5	98.5	Burmese-Lolo	Sino-Tibetan	Nominal Categories
mas	Masa	2	Plural suffix	10.5	15.5	Masa	Afro-Asiatic	Nominal Categories
msk	Masakin	1	Plural prefix	10.6666666667	30.0	Talodi	Kordofanian	Nominal Categories
msl	Masalit	2	Plural suffix	13.3333333333	22.0	Maban	Maban	Nominal Categories
mtt	Massachusett	2	Plural suffix	42.5	-71.0	Algonquian	Algic	Nominal Categories
mts	Matis	2	Plural suffix	-4.41666666667	-70.25	Panoan	Pano-Tacanan	Nominal Categories
mtb	Matuumbi	1	Plural prefix	-8.5	39.0	Bantu	Niger-Congo	Nominal Categories
mka	Mauka	7	Plural word	8.33333333333	-7.5	Western Mande	Mande	Nominal Categories
mau	Maung	7	Plural word	-11.9166666667	133.5	Iwaidjan	Iwaidjan	Nominal Categories
may	Maybrat	9	No plural	-1.33333333333	132.5	Maybrat	Maybrat	Nominal Categories
myg	Mayogo	1	Plural prefix	3.0	29.0	Ubangi	Niger-Congo	Nominal Categories
mzn	Mazanderani	2	Plural suffix	36.5	52.0	Iranian	Indo-European	Nominal Categories
mba	Mba	2	Plural suffix	1.0	25.0	Ubangi	Niger-Congo	Nominal Categories
mbr	Mbara	2	Plural suffix	11.0	15.4166666667	Biu-Mandara	Afro-Asiatic	Nominal Categories
mby	Mbay	8	Plural clitic	8.25	17.5	Bongo-Bagirmi	Central Sudanic	Nominal Categories
mbi	Mbili	1	Plural prefix	6.11666666667	10.2	Wide Grassfields	Niger-Congo	Nominal Categories
mdo	Mbodomo	1	Plural prefix	4.5	15.5	Gbaya-Manza-Ngbaka	Niger-Congo	Nominal Categories
mbl	Mbole	1	Plural prefix	-0.666666666667	24.6666666667	Bantu	Niger-Congo	Nominal Categories
mbm	Mbum	7	Plural word	7.75	13.1666666667	Mbumic	Niger-Congo	Nominal Categories
mee	Me'en	2	Plural suffix	5.0	37.0	South Surmic	Eastern Sudanic	Nominal Categories
meh	Mehri	2	Plural suffix	17.0	51.5	Semitic	Afro-Asiatic	Nominal Categories
mek	Mekens	8	Plural clitic	-12.5	-61.5	Tupari	Tupian	Nominal Categories
mde	Mende	2	Plural suffix	7.83333333333	-11.5	Western Mande	Mande	Nominal Categories
men	Menomini	2	Plural suffix	45.5	-88.3333333333	Algonquian	Algic	Nominal Categories
mer	Meryam Mir	2	Plural suffix	-9.91666666667	144.083333333	Eastern Trans-Fly	Eastern Trans-Fly	Nominal Categories
mea	Meyah	2	Plural suffix	-1.16666666667	133.5	East Bird's Head	East Bird's Head	Nominal Categories
mpt	Mian	2	Plural suffix	-4.75	141.5	Ok	Trans-New Guinea	Nominal Categories
mie	Mien	9	No plural	25.0	111.0	Mienic	Hmong-Mien	Nominal Categories
mij	Miju	2	Plural suffix	29.0	96.0	Kman-Meyor	Sino-Tibetan	Nominal Categories
mkr	Mikarew	2	Plural suffix	-4.41666666667	144.916666667	Ruboni	Ramu-Lower Sepik	Nominal Categories
mki	Mikasuki	6	Mixed morphological plural	32.0	-85.0	Muskogean	Muskogean	Nominal Categories
mik	Mikir	7	Plural word	26.3333333333	93.5	Karbic	Sino-Tibetan	Nominal Categories
hna	Mina	8	Plural clitic	10.3333333333	13.8333333333	Biu-Mandara	Afro-Asiatic	Nominal Categories
min	Minangkabau	9	No plural	-1.0	101.0	Malayo-Sumbawan	Austronesian	Nominal Categories
msg	Mising	6	Mixed morphological plural	28.5	94.8333333333	Tani	Sino-Tibetan	Nominal Categories
mis	Miskito	7	Plural word	14.0	-83.6666666667	Misumalpan	Misumalpan	Nominal Categories
mss	Miwok (Southern Sierra)	2	Plural suffix	37.5	-120.0	Miwok	Penutian	Nominal Categories
mco	Mixe (Coatlán)	7	Plural word	16.9166666667	-95.6666666667	Mixe-Zoque	Mixe-Zoque	Nominal Categories
mxc	Mixtec (Chalcatongo)	7	Plural word	17.05	-97.5833333333	Mixtec	Oto-Manguean	Nominal Categories
mxj	Mixtec (Jicaltepec)	9	No plural	16.3333333333	-98.0	Mixtec	Oto-Manguean	Nominal Categories
mxo	Mixtec (Ocotepec)	7	Plural word	17.1666666667	-97.75	Mixtec	Oto-Manguean	Nominal Categories
mxp	Mixtec (Peñoles)	7	Plural word	17.0833333333	-96.9166666667	Mixtec	Oto-Manguean	Nominal Categories
mxy	Mixtec (Yosondúa)	7	Plural word	16.9166666667	-97.5833333333	Mixtec	Oto-Manguean	Nominal Categories
miy	Miya	2	Plural suffix	10.9166666667	9.66666666667	West Chadic	Afro-Asiatic	Nominal Categories
miz	Mizo	7	Plural word	23.1666666667	92.8333333333	Kuki-Chin	Sino-Tibetan	Nominal Categories
mcc	Mochica	8	Plural clitic	-7.5	-79.3333333333	Mochica	Mochica	Nominal Categories
mcv	Mocoví	2	Plural suffix	-28.0	-60.5	Qom	Guaicuruan	Nominal Categories
mof	Mofu-Gudur	7	Plural word	10.5	14.0	Biu-Mandara	Afro-Asiatic	Nominal Categories
mog	Moghol	2	Plural suffix	35.0	62.0	Mongolic	Altaic	Nominal Categories
moh	Mohawk	1	Plural prefix	43.5	-74.25	Northern Iroquoian	Iroquoian	Nominal Categories
mok	Mokilese	8	Plural clitic	6.66666666667	159.75	Oceanic	Austronesian	Nominal Categories
fqs	Momu	9	No plural	-3.0	141.583333333	Baibai-Fas	Baibai-Fas	Nominal Categories
mon	Mon	7	Plural word	14.8333333333	100.5	Monic	Austro-Asiatic	Nominal Categories
mga	Mondunga	6	Mixed morphological plural	2.25	21.5	Ubangi	Niger-Congo	Nominal Categories
mkh	Mongol (Khamnigan)	2	Plural suffix	49.0	117.0	Mongolic	Altaic	Nominal Categories
mno	Mono (in United States)	2	Plural suffix	38.0	-119.0	Northern Uto-Aztecan	Uto-Aztecan	Nominal Categories
mor	Mor	2	Plural suffix	-2.95	135.75	South Halmahera - West New Guinea	Austronesian	Nominal Categories
moe	Mordvin (Erzya)	2	Plural suffix	53.0	45.5	Mordvin	Uralic	Nominal Categories
mro	Moro	1	Plural prefix	11.0	30.1666666667	Heiban	Kordofanian	Nominal Categories
mou	Moru	2	Plural suffix	4.75	29.75	Moru-Ma'di	Central Sudanic	Nominal Categories
mos	Mosetén	2	Plural suffix	-14.75	-67.8333333333	Mosetenan	Mosetenan	Nominal Categories
mtu	Motu	6	Mixed morphological plural	-9.33333333333	147.0	Oceanic	Austronesian	Nominal Categories
mot	Motuna	2	Plural suffix	-6.61666666667	155.416666667	South Bougainville	South Bougainville	Nominal Categories
aoj	Mufian	7	Plural word	-3.5	143.0	Kombio-Arapesh	Torricelli	Nominal Categories
mui	Muinane	2	Plural suffix	-1.0	-72.5	Boran	Boran	Nominal Categories
mum	Mumuye	7	Plural word	9.0	11.6666666667	Mumuye-Yandang	Niger-Congo	Nominal Categories
mna	Muna	2	Plural suffix	-5.0	122.5	Celebic	Austronesian	Nominal Categories
mdg	Mundang	8	Plural clitic	9.66666666667	14.5	Mbumic	Niger-Congo	Nominal Categories
mun	Mundari	2	Plural suffix	23.0	84.6666666667	Munda	Austro-Asiatic	Nominal Categories
muu	Mundurukú	2	Plural suffix	-7.0	-58.0	Munduruku	Tupian	Nominal Categories
mgk	Mungaka	1	Plural prefix	5.91666666667	10.0	Wide Grassfields	Niger-Congo	Nominal Categories
mnz	Munzombo	8	Plural clitic	3.0	18.4166666667	Ubangi	Niger-Congo	Nominal Categories
mup	Mupun	7	Plural word	9.5	8.83333333333	West Chadic	Afro-Asiatic	Nominal Categories
mrl	Murle	2	Plural suffix	6.5	33.5	South Surmic	Eastern Sudanic	Nominal Categories
mur	Mursi	2	Plural suffix	5.58333333333	36.0833333333	South Surmic	Eastern Sudanic	Nominal Categories
mrw	Muruwari	6	Mixed morphological plural	-28.75	147.0	Southeastern Pama-Nyungan	Pama-Nyungan	Nominal Categories
mgu	Musgu	2	Plural suffix	10.8333333333	14.9166666667	Biu-Mandara	Afro-Asiatic	Nominal Categories
mus	Mussau	7	Plural word	-1.45	149.616666667	Oceanic	Austronesian	Nominal Categories
mut	Mutsun	2	Plural suffix	36.8333333333	-121.5	Costanoan	Penutian	Nominal Categories
mwe	Mwera	1	Plural prefix	-9.0	39.0	Bantu	Niger-Congo	Nominal Categories
mwo	Mwotlap	7	Plural word	-13.5833333333	167.583333333	Oceanic	Austronesian	Nominal Categories
nab	Nabak	2	Plural suffix	-6.41666666667	147.0	Huon	Trans-New Guinea	Nominal Categories
nma	Naga (Mao)	6	Mixed morphological plural	25.5	94.3333333333	Angami-Pochuri	Sino-Tibetan	Nominal Categories
ngt	Naga (Tangkhul)	8	Plural clitic	25.0	94.5	Tangkhul-Maring	Sino-Tibetan	Nominal Categories
nze	Naga (Zeme)	7	Plural word	25.1666666667	93.5	Zemeic	Sino-Tibetan	Nominal Categories
nag	Nagatman	2	Plural suffix	-3.75	141.5	Yale	Yale	Nominal Categories
nhh	Nahuatl (Huasteca)	2	Plural suffix	22.0	-99.0	Aztecan	Uto-Aztecan	Nominal Categories
nhm	Nahuatl (Michoacán)	6	Mixed morphological plural	18.5	-103.0	Aztecan	Uto-Aztecan	Nominal Categories
nhn	Nahuatl (North Puebla)	2	Plural suffix	20.0	-98.25	Aztecan	Uto-Aztecan	Nominal Categories
nht	Nahuatl (Tetelcingo)	2	Plural suffix	19.6666666667	-99.0	Aztecan	Uto-Aztecan	Nominal Categories
nak	Nakanai	7	Plural word	-5.58333333333	150.583333333	Oceanic	Austronesian	Nominal Categories
nal	Nalik	7	Plural word	-2.95	151.333333333	Oceanic	Austronesian	Nominal Categories
kho	Nama	2	Plural suffix	-25.5	18.0	Khoe-Kwadi	Khoe-Kwadi	Nominal Categories
nam	Namia	9	No plural	-3.83333333333	141.75	Yellow River	Sepik	Nominal Categories
nde	Nande	1	Plural prefix	-0.0833333333333	29.1666666667	Bantu	Niger-Congo	Nominal Categories
nan	Nandi	2	Plural suffix	0.25	35.0	Eastern Nilotic	Eastern Sudanic	Nominal Categories
nrg	Nanerge	2	Plural suffix	11.75	-5.0	Senufo	Niger-Congo	Nominal Categories
nph	Nar-Phu	8	Plural clitic	28.6666666667	84.25	Bodic	Sino-Tibetan	Nominal Categories
nar	Nara (in Ethiopia)	2	Plural suffix	15.0833333333	37.5833333333	Nara	Eastern Sudanic	Nominal Categories
nav	Navajo	2	Plural suffix	36.1666666667	-108.0	Athapaskan	Na-Dene	Nominal Categories
ncm	Ncàm	6	Mixed morphological plural	9.33333333333	0.666666666667	Oti-Volta	Niger-Congo	Nominal Categories
ndb	Ndebele	1	Plural prefix	-25.3333333333	29.0	Bantu	Niger-Congo	Nominal Categories
ndo	Ndonga	1	Plural prefix	-18.0	17.0	Bantu	Niger-Congo	Nominal Categories
ndu	Ndumu	1	Plural prefix	-1.66666666667	13.5833333333	Bantu	Niger-Congo	Nominal Categories
ndt	Ndut	2	Plural suffix	14.9166666667	-16.9166666667	Cangin	Niger-Congo	Nominal Categories
ndy	Ndyuka	7	Plural word	4.5	-54.5	Creoles and Pidgins	other	Nominal Categories
ntu	Nenets	2	Plural suffix	70.0	76.0	Samoyedic	Uralic	Nominal Categories
naj	Neo-Aramaic (Arbel Jewish)	2	Plural suffix	36.3833	44.0	Semitic	Afro-Asiatic	Nominal Categories
nep	Nepali	2	Plural suffix	28.0	85.0	Indic	Indo-European	Nominal Categories
nev	Nevome	1	Plural prefix	31.0	-112.5	Tepiman	Uto-Aztecan	Nominal Categories
nwd	Newar (Dolakha)	8	Plural clitic	27.3333333333	86.0	Himalayish	Sino-Tibetan	Nominal Categories
new	Newari (Kathmandu)	8	Plural clitic	27.6666666667	85.5	Himalayish	Sino-Tibetan	Nominal Categories
ngd	Ngad'a	9	No plural	-8.83333333333	121.0	Central Malayo-Polynesian	Austronesian	Nominal Categories
ngj	Ngadjumaja	2	Plural suffix	-32.3333333333	123.833333333	Western Pama-Nyungan	Pama-Nyungan	Nominal Categories
ngl	Ngalakan	9	No plural	-14.25	134.0	Eastern Gunwinyguan	Gunwinyguan	Nominal Categories
nkb	Ngalkbun	2	Plural suffix	-13.5	134.833333333	Marne	Gunwinyguan	Nominal Categories
ngm	Ngambay	2	Plural suffix	8.66666666667	16.0	Bongo-Bagirmi	Central Sudanic	Nominal Categories
ngn	Ngandi	1	Plural prefix	-13.8333333333	135.0	Eastern Gunwinyguan	Gunwinyguan	Nominal Categories
ngk	Ngankikurungkurr	6	Mixed morphological plural	-14.0	130.5	Ngankikurungkurr	Southern Daly	Nominal Categories
ngb	Ngbaka (Minagende)	6	Mixed morphological plural	3.5	20.0	Gbaya-Manza-Ngbaka	Niger-Congo	Nominal Categories
nti	Ngiti	4	Plural tone	1.33333333333	30.25	Lendu	Central Sudanic	Nominal Categories
ngi	Ngiyambaa	2	Plural suffix	-31.75	145.5	Southeastern Pama-Nyungan	Pama-Nyungan	Nominal Categories
ngz	Ngizim	2	Plural suffix	12.0833333333	10.9166666667	West Chadic	Afro-Asiatic	Nominal Categories
ngo	Ngoni	1	Plural prefix	-11.0	36.0	Bantu	Niger-Congo	Nominal Categories
nbr	Ngäbere	2	Plural suffix	8.66666666667	-82.0	Guaymiic	Chibchan	Nominal Categories
nha	Nhanda	2	Plural suffix	-27.0	114.166666667	Western Pama-Nyungan	Pama-Nyungan	Nominal Categories
nia	Nias	1	Plural prefix	1.0	97.75	Northwest Sumatra-Barrier Islands	Austronesian	Nominal Categories
nca	Nicobarese (Car)	9	No plural	9.0	93.0	Nicobarese	Austro-Asiatic	Nominal Categories
nsg	Nisgha	9	No plural	55.0	-130.0	Tsimshianic	Tsimshianic	Nominal Categories
nif	Niuafo'ou	7	Plural word	-15.5666666667	-175.616666667	Oceanic	Austronesian	Nominal Categories
niu	Niuean	7	Plural word	-19.05	-170.116666667	Oceanic	Austronesian	Nominal Categories
niv	Nivkh	2	Plural suffix	53.3333333333	142.0	Nivkh	Nivkh	Nominal Categories
nke	Nkem	1	Plural prefix	6.58333333333	8.58333333333	Ekoid-Mbe	Niger-Congo	Nominal Categories
nkn	Nkonya	1	Plural prefix	7.16666666667	0.25	Tano	Niger-Congo	Nominal Categories
nko	Nkore-Kiga	1	Plural prefix	-0.916666666667	29.8333333333	Bantu	Niger-Congo	Nominal Categories
noc	Nocte	2	Plural suffix	27.0	95.5	Brahmaputran	Sino-Tibetan	Nominal Categories
nog	Noghay	2	Plural suffix	44.0	46.0	Turkic	Altaic	Nominal Categories
non	Noni	1	Plural prefix	6.41666666667	10.5833333333	Beboid	Niger-Congo	Nominal Categories
nor	Norwegian	2	Plural suffix	61.0	8.0	Germanic	Indo-European	Nominal Categories
nua	Nuaulu	2	Plural suffix	-3.25	129.166666667	Central Malayo-Polynesian	Austronesian	Nominal Categories
nbd	Nubian (Dongolese)	2	Plural suffix	18.25	30.75	Nubian	Eastern Sudanic	Nominal Categories
nue	Nuer	3	Plural stem change	8.33333333333	32.0	Western Nilotic	Eastern Sudanic	Nominal Categories
nun	Nung (in Vietnam)	7	Plural word	21.9166666667	106.416666667	Kam-Tai	Tai-Kadai	Nominal Categories
nug	Nunggubuyu	1	Plural prefix	-13.75	135.666666667	Nunggubuyu	Gunwinyguan	Nominal Categories
nup	Nupe	8	Plural clitic	9.16666666667	5.41666666667	Nupoid	Niger-Congo	Nominal Categories
nym	Nyamwezi	1	Plural prefix	-5.0	33.0	Bantu	Niger-Congo	Nominal Categories
nyi	Nyimang	9	No plural	12.1666666667	29.3333333333	Nyimang	Eastern Sudanic	Nominal Categories
nis	Nyishi	7	Plural word	27.5	93.5	Tani	Sino-Tibetan	Nominal Categories
nza	Nzakara	1	Plural prefix	5.0	23.0	Ubangi	Niger-Congo	Nominal Categories
ood	O'odham	1	Plural prefix	32.0	-112.0	Tepiman	Uto-Aztecan	Nominal Categories
obo	Obolo	9	No plural	4.58333333333	7.83333333333	Lower Cross	Niger-Congo	Nominal Categories
ocu	Ocuilteco	1	Plural prefix	18.9166666667	-99.6666666667	Matlatzincan	Oto-Manguean	Nominal Categories
obg	Ogbronuagum	1	Plural prefix	4.75	6.86666666667	Central Delta	Niger-Congo	Nominal Categories
oir	Oirat	2	Plural suffix	37.5	93.0	Mongolic	Altaic	Nominal Categories
oji	Ojibwa (Eastern)	2	Plural suffix	46.0	-80.0	Algonquian	Algic	Nominal Categories
oks	Oksapmin	2	Plural suffix	-5.16666666667	142.166666667	Oksapmin	Trans-New Guinea	Nominal Categories
olo	Olo	2	Plural suffix	-3.41666666667	142.0	Central Wapei	Torricelli	Nominal Categories
one	One	2	Plural suffix	-3.25	141.916666667	West Wapei	Torricelli	Nominal Categories
ond	Oneida	6	Mixed morphological plural	43.0	-75.6666666667	Northern Iroquoian	Iroquoian	Nominal Categories
ong	Onge	2	Plural suffix	10.75	92.4166666667	South Andamanese	South Andamanese	Nominal Categories
ord	Ordos	2	Plural suffix	39.0	109.0	Mongolic	Altaic	Nominal Categories
oya	Oriya	2	Plural suffix	21.0	85.0	Indic	Indo-European	Nominal Categories
ork	Orok	2	Plural suffix	49.5	143.5	Tungusic	Altaic	Nominal Categories
oro	Orokaiva	5	Plural complete reduplication	-8.83333333333	148.25	Binanderean	Trans-New Guinea	Nominal Categories
orh	Oromo (Harar)	9	No plural	9.0	42.0	Lowland East Cushitic	Afro-Asiatic	Nominal Categories
orw	Oromo (Waata)	9	No plural	-3.33333333333	39.8333333333	Lowland East Cushitic	Afro-Asiatic	Nominal Categories
osa	Osage	7	Plural word	37.0	-94.0	Mississippi Valley Siouan	Siouan	Nominal Categories
oss	Ossetic	2	Plural suffix	43.0	44.0	Iranian	Indo-European	Nominal Categories
otr	Otoro	1	Plural prefix	11.1666666667	30.5	Heiban	Kordofanian	Nominal Categories
paa	Pa'a	2	Plural suffix	11.0	9.25	West Chadic	Afro-Asiatic	Nominal Categories
pkn	Paakantyi	9	No plural	-32.5	142.5	Central Pama-Nyungan	Pama-Nyungan	Nominal Categories
pms	Paamese	7	Plural word	-16.5	168.25	Oceanic	Austronesian	Nominal Categories
pno	Paiute (Northern)	6	Mixed morphological plural	42.0	-118.0	Northern Uto-Aztecan	Uto-Aztecan	Nominal Categories
pal	Palauan	1	Plural prefix	7.5	134.583333333	Palauan	Austronesian	Nominal Categories
plk	Palikur	2	Plural suffix	3.0	-51.0	Palikur	Arawakan	Nominal Categories
pam	Pame	6	Mixed morphological plural	22.0	-99.5	Pamean	Oto-Manguean	Nominal Categories
pan	Panjabi	2	Plural suffix	31.0	74.0	Indic	Indo-European	Nominal Categories
pre	Pare	1	Plural prefix	-4.0	36.5	Bantu	Niger-Congo	Nominal Categories
psh	Pashto	2	Plural suffix	33.0	67.0	Iranian	Indo-European	Nominal Categories
psm	Passamaquoddy-Maliseet	2	Plural suffix	45.0	-67.0	Algonquian	Algic	Nominal Categories
ptt	Pattani	2	Plural suffix	32.75	76.75	Bodic	Sino-Tibetan	Nominal Categories
ptw	Patwin	2	Plural suffix	39.0	-122.333333333	Wintuan	Penutian	Nominal Categories
plh	Paulohi	2	Plural suffix	-3.25	128.75	Central Malayo-Polynesian	Austronesian	Nominal Categories
pau	Paumarí	9	No plural	-6.0	-64.0	Arauan	Arauan	Nominal Categories
pwn	Pawnee	2	Plural suffix	41.0	-98.6666666667	Northern Caddoan	Caddoan	Nominal Categories
per	Pero	9	No plural	9.58333333333	11.0	West Chadic	Afro-Asiatic	Nominal Categories
prs	Persian	2	Plural suffix	32.0	54.0	Iranian	Indo-European	Nominal Categories
pia	Piaroa	2	Plural suffix	5.0	-67.0	Maco-Piaroa	Sáliban	Nominal Categories
pga	Pilagá	2	Plural suffix	-25.0	-60.0	Qom	Guaicuruan	Nominal Categories
pba	Pima Bajo	6	Mixed morphological plural	29.0	-111.0	Tepiman	Uto-Aztecan	Nominal Categories
pip	Pipil	2	Plural suffix	13.8333333333	-89.5833333333	Aztecan	Uto-Aztecan	Nominal Categories
prh	Pirahã	9	No plural	-7.0	-62.0	Mura	Mura	Nominal Categories
poh	Pohnpeian	9	No plural	6.88333333333	158.25	Oceanic	Austronesian	Nominal Categories
pok	Poko-Rawo	9	No plural	-2.83333333333	141.583333333	Serra Hills	Skou	Nominal Categories
pkt	Pokot	6	Mixed morphological plural	1.5	35.5	Southern Nilotic	Eastern Sudanic	Nominal Categories
pol	Polish	2	Plural suffix	52.0	20.0	Slavic	Indo-European	Nominal Categories
pme	Pomo (Eastern)	2	Plural suffix	39.0	-122.666666667	Pomoan	Hokan	Nominal Categories
pso	Pomo (Southeastern)	2	Plural suffix	39.0	-122.5	Pomoan	Hokan	Nominal Categories
psw	Port Sandwich	7	Plural word	-16.5	167.75	Oceanic	Austronesian	Nominal Categories
por	Portuguese	2	Plural suffix	39.0	-8.0	Romance	Indo-European	Nominal Categories
pum	Pumi	8	Plural clitic	28.0	101.0	Na-Qiangic	Sino-Tibetan	Nominal Categories
prk	Purki	2	Plural suffix	34.6666666667	76.0	Bodic	Sino-Tibetan	Nominal Categories
pur	Purépecha	2	Plural suffix	19.5	-101.666666667	Tarascan	Tarascan	Nominal Categories
pae	Páez	2	Plural suffix	2.66666666667	-76.0	Páezan	Páezan	Nominal Categories
par	Päri	6	Mixed morphological plural	5.0	32.5	Western Nilotic	Eastern Sudanic	Nominal Categories
qia	Qiang	8	Plural clitic	32.0	102.666666667	Na-Qiangic	Sino-Tibetan	Nominal Categories
qhu	Quechua (Huallaga)	2	Plural suffix	-9.5	-75.5	Quechuan	Quechuan	Nominal Categories
qim	Quechua (Imbabura)	2	Plural suffix	0.333333333333	-78.0	Quechuan	Quechuan	Nominal Categories
qui	Quileute	1	Plural prefix	47.9166666667	-124.25	Chimakuan	Chimakuan	Nominal Categories
rag	Raga	7	Plural word	-15.5	168.166666667	Oceanic	Austronesian	Nominal Categories
rji	Raji	9	No plural	28.0	82.75	Raji-Raute	Sino-Tibetan	Nominal Categories
ram	Rama	8	Plural clitic	11.75	-83.75	Rama	Chibchan	Nominal Categories
rao	Rao	9	No plural	-4.75	144.5	Rao	Ramu-Lower Sepik	Nominal Categories
rap	Rapanui	7	Plural word	-27.1166666667	-109.366666667	Oceanic	Austronesian	Nominal Categories
ras	Rashad	2	Plural suffix	11.8333333333	31.05	Rashad	Kordofanian	Nominal Categories
raw	Rawang	7	Plural word	27.5	97.5	Nungish	Sino-Tibetan	Nominal Categories
rem	Remo	2	Plural suffix	18.0	82.0	Munda	Austro-Asiatic	Nominal Categories
res	Resígaro	2	Plural suffix	-2.41666666667	-71.5	Japura-Colombia	Arawakan	Nominal Categories
rit	Ritharngu	2	Plural suffix	-12.8333333333	135.5	Western Pama-Nyungan	Pama-Nyungan	Nominal Categories
rwe	Romani (Welsh)	2	Plural suffix	52.0	-4.0	Indic	Indo-European	Nominal Categories
rom	Romanian	2	Plural suffix	46.0	25.0	Romance	Indo-European	Nominal Categories
ruk	Rukai (Tanan)	1	Plural prefix	22.8333333333	120.833333333	Rukai	Austronesian	Nominal Categories
run	Runga	2	Plural suffix	10.3333333333	21.0	Maban	Maban	Nominal Categories
rny	Runyankore	2	Plural suffix	-0.5	30.5	Bantu	Niger-Congo	Nominal Categories
rus	Russian	2	Plural suffix	56.0	38.0	Slavic	Indo-European	Nominal Categories
rut	Rutul	2	Plural suffix	41.5	47.4166666667	Lezgic	Nakh-Daghestanian	Nominal Categories
saa	Sa'a	7	Plural word	-9.61666666667	161.45	Oceanic	Austronesian	Nominal Categories
sno	Saami (Northern)	2	Plural suffix	69.0	24.0	Saami	Uralic	Nominal Categories
sah	Sahu	9	No plural	1.16666666667	127.5	North Halmaheran	North Halmaheran	Nominal Categories
